age_op,age_th,edu_op,edu_th,hours_op,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_op,repair_age_th,repair_edu_op,repair_edu_th,repair_hours_op,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
<=,39,>=,10,>=,54,0,0.21233229434882778,973,0.029882374619944106,0.8067831449126414,0.1932168550873587,0.36279547790339156,0.40382165605095544,0.19148936170212766,0.562759129019379,0.6770369460397407,0.8947821012868156,<=,37,>=,10,>=,54,0,0.18894348894348892,0.05128205128205128,-2,0,0,0
>=,34,<=,15,>=,59,1,0.2303381642512078,248,0.007616473695525322,0.907258064516129,0.09274193548387097,0.7741935483870968,0.7955555555555556,0.5652173913043478,0.4314670925340131,0.9873161143699518,0.9206105463591413,>=,34,<=,14,>=,59,1,0.1941964285714286,0.06666666666666667,0,-1,0,0
>=,29,<=,11,>=,51,1,0.26550270921131847,162,0.004975277172077025,0.9320987654320988,0.06790123456790123,0.6111111111111112,0.6291390728476821,0.36363636363636365,0.29824022603728384,0.7194803599398053,0.8885169374404963,>=,29,<=,13,>=,50,1,0.15215419501133787,0.2014260249554367,0,2,-1,0
<=,34,>=,11,>=,57,0,0.2303155781416651,284,0.008722090844875772,0.7288732394366197,0.2711267605633803,0.3626760563380282,0.4251207729468599,0.19480519480519481,0.4314670925340131,0.7194803599398053,0.9195970639722367,<=,34,>=,11,>=,55,0,0.1926281501800103,0.03508771929824561,0,0,-2,0
>=,40,<=,9,>=,44,0,0.2664122230190468,1346,0.04133779675071404,0.837295690936107,0.16270430906389302,0.27786032689450224,0.321206743566992,0.0547945205479452,0.5871441294800528,0.4531187617087927,0.7247320413992199,>=,40,<=,9,>=,40,0,0.1933526118028439,0.09090909090909091,0,0,-4,0
>=,48,>=,5,>=,57,0,0.2802704043014121,554,0.017014219465004147,0.8537906137184116,0.14620938628158844,0.4368231046931408,0.47780126849894294,0.19753086419753085,0.7653941832253309,0.05257823776911028,0.9195970639722367,>=,48,>=,5,>=,61,0,0.19556505476890196,0.07017543859649122,0,0,4,0
>=,28,>=,5,>=,53,0,0.2426735019109538,2581,0.07926660729093087,0.8496706702828362,0.1503293297171639,0.41495544362650133,0.45143638850889195,0.20876288659793815,0.2732717054144529,0.05257823776911028,0.8935229262000552,>=,28,>=,5,>=,50,1,0.155072463768116,1.0566037735849056,0,0,-3,1
>=,35,<=,14,<=,54,0,0.21862667625308435,14047,0.43140566935904917,0.6674734818822524,0.3325265181177476,0.2681711397451413,0.3408703071672355,0.12224363091415115,0.45837044316820735,0.9696262399803446,0.8947821012868156,>=,33,<=,13,<=,54,0,0.1990151452321382,0.12857142857142856,-2,-1,0,0
<=,55,<=,12,>=,38,1,0.23551302498670917,1100,0.033782746230152635,0.81,0.19,0.5209090909090909,0.5656565656565656,0.33014354066985646,0.874420318786278,0.7522496237830534,0.23724701329811737,<=,49,<=,12,>=,38,1,0.19863945578231296,0.10909090909090909,-6,0,0,0
>=,52,>=,10,<=,42,0,0.3115997348172851,1639,0.05033629188292743,0.6662599145820622,0.33374008541793776,0.3410616229408176,0.44505494505494503,0.13345521023765997,0.8345566782346979,0.6770369460397407,0.7135837351432696,>=,52,>=,9,<=,39,0,0.15806938159879336,0.17142857142857143,0,-1,-3,0
>=,26,>=,4,>=,27,1,0.2016588532275514,2352,0.07223365375756273,0.7993197278911565,0.20068027210884354,0.6760204081632653,0.7164893617021276,0.5148305084745762,0.22100058352016216,0.036792481803384416,0.12293848469027364,>=,26,>=,4,>=,29,1,0.19939534460811048,0.07407407407407407,0,0,2,0
>=,49,>=,4,>=,56,0,0.27631907976994247,551,0.016922084702558276,0.8439201451905626,0.1560798548094374,0.4192377495462795,0.46236559139784944,0.18604651162790697,0.7831147692024201,0.036792481803384416,0.9190749669850434,>=,49,>=,4,>=,61,0,0.19484437131495955,0.08928571428571429,0,0,5,0
>=,54,>=,7,>=,51,0,0.28286961265684674,334,0.010257670218973619,0.844311377245509,0.15568862275449102,0.4311377245508982,0.475177304964539,0.19230769230769232,0.8615521636313381,0.11731826418107552,0.8885169374404963,>=,54,>=,7,>=,50,1,0.19546086150995823,1.0196078431372548,0,0,-1,1
>=,42,>=,4,<=,47,0,0.24301599849733152,8425,0.25874512453548726,0.6487833827893175,0.3512166172106825,0.2712166172106825,0.35656787413099156,0.11355187563366002,0.6359141304014004,0.036792481803384416,0.7847731949264457,>=,41,>=,4,<=,47,1,0.19302106600096353,1.0238095238095237,-1,0,0,1
>=,28,>=,2,>=,55,0,0.24191065852883975,2607,0.08006510856546174,0.8507863444572306,0.14921365554276947,0.40889911775987725,0.4449954914337241,0.20308483290488433,0.2732717054144529,0.00672583765854857,0.9160959429992936,>=,30,>=,2,>=,55,1,0.19241482751232053,1.0714285714285714,2,0,0,1
<=,55,<=,15,>=,50,0,0.20761804536101924,4957,0.15223733914806056,0.8345773653419407,0.16542263465805931,0.3647367359289893,0.3990814599951656,0.19146341463414634,0.874420318786278,0.9873161143699518,0.8881176868032309,<=,54,<=,16,>=,50,0,0.19776174966437743,0.08484848484848484,-1,1,0,0
>=,52,>=,10,>=,54,0,0.29679875073199297,265,0.00813857068271859,0.8226415094339623,0.17735849056603772,0.5207547169811321,0.573394495412844,0.2765957446808511,0.8345566782346979,0.6770369460397407,0.8947821012868156,>=,56,>=,10,>=,56,0,0.19387755102040816,0.11396011396011396,4,0,2,0
>=,36,>=,12,>=,60,0,0.3498901443816699,553,0.01698350787752219,0.8535262206148282,0.14647377938517178,0.5949367088607594,0.6461864406779662,0.2962962962962963,0.4859494487270047,0.7522496237830534,0.9659101378950278,>=,36,>=,15,>=,60,0,0.13461538461538458,0.25,0,3,0,0
>=,52,>=,13,<=,56,1,0.22146341463414632,241,0.007401492583151623,0.8298755186721992,0.17012448132780084,0.8423236514522822,0.88,0.6585365853658537,0.8345566782346979,0.9167101747489328,0.9190749669850434,>=,51,>=,13,<=,54,1,0.19146930599740775,0.054945054945054944,-1,0,-2,0
>=,44,>=,8,<=,46,1,0.23194404279930597,790,0.024262154110745983,0.769620253164557,0.23037974683544304,0.6620253164556962,0.7154605263157895,0.4835164835164835,0.6817972420994441,0.13061638156076288,0.7832683271398299,>=,41,>=,8,<=,46,1,0.19814814814814807,0.06818181818181818,-3,0,0,0
>=,33,<=,13,>=,38,0,0.23318461787187128,13374,0.41073677098369216,0.7359802602063705,0.2640197397936294,0.2866008673545686,0.3481662094889769,0.11498159161710564,0.40425662602499923,0.9167101747489328,0.23724701329811737,>=,33,<=,12,>=,38,0,0.19576607065994084,0.07692307692307693,0,-1,0,0
>=,56,>=,11,<=,41,0,0.3173818512228628,672,0.020638186787875067,0.7127976190476191,0.28720238095238093,0.37648809523809523,0.46764091858037576,0.15025906735751296,0.8856607598046743,0.7194803599398053,0.7068578974847209,>=,56,>=,9,<=,39,0,0.1601870880303073,0.23059866962305986,0,-2,-2,0
>=,56,>=,5,<=,45,1,0.24782700869196522,354,0.010871901968612757,0.748587570621469,0.2514124293785311,0.5225988700564972,0.5849056603773585,0.33707865168539325,0.8856607598046743,0.05257823776911028,0.7807499769663094,>=,56,>=,5,<=,39,1,0.16127110228401192,0.13333333333333333,0,0,-6,0
>=,46,>=,5,<=,47,1,0.240397980100995,742,0.02278799791161205,0.761455525606469,0.238544474393531,0.6293800539083558,0.6867256637168142,0.4463276836158192,0.7269739872854027,0.05257823776911028,0.7847731949264457,>=,41,>=,5,<=,47,1,0.19769924640328845,0.10869565217391304,-5,0,0,0
<=,46,>=,3,>=,56,0,0.20831983628725825,1715,0.05267037253155615,0.8431486880466472,0.15685131195335278,0.33177842565597665,0.3644536652835408,0.15613382899628253,0.7269739872854027,0.01695279629004023,0.9190749669850434,<=,44,>=,3,>=,56,0,0.19231820385853038,0.043478260869565216,-2,0,0,0
>=,58,<=,14,<=,45,1,0.2009596828873937,314,0.00964343846933448,0.7356687898089171,0.2643312101910828,0.44904458598726116,0.5021645021645021,0.30120481927710846,0.9078959491416111,0.9696262399803446,0.7807499769663094,>=,58,<=,14,<=,44,1,0.19342818428184283,0.022222222222222223,0,0,-1,0
>=,46,<=,11,>=,55,0,0.2861346915676288,541,0.016614968827738705,0.8595194085027726,0.14048059149722736,0.3512014787430684,0.3913978494623656,0.10526315789473684,0.7269739872854027,0.7194803599398053,0.9160959429992936,>=,46,<=,11,>=,61,0,0.1875127524994899,0.10909090909090909,0,0,6,0
>=,57,>=,5,<=,45,0,0.21751052771576213,2428,0.07456773440619145,0.6515650741350906,0.3484349258649094,0.2244645799011532,0.3002528445006321,0.08274231678486997,0.8966555081232149,0.05257823776911028,0.7807499769663094,>=,58,>=,5,<=,44,0,0.198893331312197,0.03976608187134503,1,0,-1,0
>=,30,>=,9,>=,32,0,0.2605535012589866,16123,0.49516292497159176,0.7139490169323327,0.2860509830676673,0.3297773367239348,0.40430892190079054,0.143755420641804,0.3246829028592488,0.4531187617087927,0.1694051165504745,>=,30,>=,11,>=,32,1,0.1813467667926465,1.2222222222222223,0,2,0,1
>=,25,>=,13,<=,49,0,0.28024285452776887,4494,0.1380178741439145,0.6711170449488206,0.32888295505117937,0.40120160213618156,0.493368700265252,0.21312584573748308,0.19689198734682595,0.9167101747489328,0.8015417216915942,>=,25,>=,13,<=,49,1,0.1891103359742735,1.0,0,0,0,1
>=,46,<=,15,>=,49,0,0.27050291984760894,1588,0.048770000921347624,0.8394206549118388,0.1605793450881612,0.45843828715365237,0.5018754688672168,0.23137254901960785,0.7269739872854027,0.9873161143699518,0.8015417216915942,>=,45,<=,15,>=,49,1,0.194062671797691,1.0217391304347827,-1,0,0,1
>=,51,>=,3,>=,44,0,0.275496745427452,1384,0.04250483707502841,0.8403179190751445,0.1596820809248555,0.4486994219653179,0.4926913155631986,0.2171945701357466,0.8198765394183225,0.01695279629004023,0.7247320413992199,>=,51,>=,3,>=,44,1,0.15098227778541007,1.0,0,0,0,1
>=,58,>=,12,<=,38,0,0.2541062801932367,249,0.007647185283007279,0.7228915662650602,0.27710843373493976,0.285140562248996,0.35555555555555557,0.10144927536231885,0.9078959491416111,0.7522496237830534,0.23724701329811737,>=,58,>=,9,<=,38,0,0.15185225186305218,0.25,0,-3,0,0
>=,47,>=,13,>=,46,0,0.3292335115864527,620,0.019041184238813305,0.8225806451612904,0.1774193548387097,0.6435483870967742,0.7019607843137254,0.37272727272727274,0.7487177912226283,0.9167101747489328,0.7832683271398299,>=,47,>=,15,>=,46,0,0.0858113848768054,0.15384615384615385,0,2,0,0
<=,60,>=,11,>=,31,1,0.22356532356532355,1162,0.035686864654033965,0.7831325301204819,0.21686746987951808,0.802065404475043,0.8505494505494505,0.626984126984127,0.9283805779920764,0.7194803599398053,0.16123583428027394,<=,60,>=,13,>=,32,1,0.19917438622133554,0.21407624633431085,0,2,1,0
>=,37,<=,13,>=,20,0,0.23770032391958712,12635,0.388040907834526,0.696794618124258,0.303205381875742,0.27708745548080727,0.34915947296683325,0.11145914904724614,0.5122999907865238,0.9167101747489328,0.08992352814716993,>=,35,<=,12,>=,20,0,0.1911556570996559,0.13097713097713098,-2,-1,0,0
>=,33,>=,10,<=,47,0,0.2812571456825882,6948,0.21338410982463685,0.645797351755901,0.354202648244099,0.3494530800230282,0.44907510586137733,0.1678179601787891,0.40425662602499923,0.6770369460397407,0.7847731949264457,>=,33,>=,9,<=,47,1,0.19164027034604525,1.1,0,-1,0,1
<=,50,>=,3,>=,42,0,0.2107962178743227,6921,0.212554896962624,0.807831238260367,0.192168761739633,0.3379569426383471,0.37846539080665353,0.16766917293233083,0.8016031448665581,0.01695279629004023,0.7135837351432696,<=,50,>=,3,>=,40,0,0.1763537627544834,0.047619047619047616,0,0,-2,0
>=,25,>=,9,>=,24,1,0.2079938364180649,2276,0.06989957310893401,0.7930579964850615,0.2069420035149385,0.6893673110720563,0.7324099722991689,0.524416135881104,0.19689198734682595,0.4531187617087927,0.10039617947851724,>=,30,>=,9,>=,24,1,0.1980292116846739,0.2,5,0,0,0
>=,35,<=,15,<=,55,1,0.21397855682826178,1727,0.05303891158133964,0.7759119861030689,0.2240880138969311,0.6647365373480023,0.7126865671641791,0.49870801033591733,0.45837044316820735,0.9873161143699518,0.9160959429992936,>=,35,<=,15,<=,49,1,0.1962344014367136,0.10909090909090909,0,0,-6,0
>=,52,>=,3,>=,35,0,0.2857046377004458,3889,0.11943736371733055,0.7264078169195166,0.27359218308048344,0.32501928516328105,0.4031858407079646,0.1174812030075188,0.8345566782346979,0.01695279629004023,0.21129572187586376,>=,52,>=,3,>=,36,1,0.19959165380210153,1.0285714285714285,0,0,1,1
>=,55,>=,4,>=,42,0,0.2787115796824535,864,0.0265348115844108,0.8344907407407407,0.16550925925925927,0.4074074074074074,0.4535367545076283,0.17482517482517482,0.874420318786278,0.036792481803384416,0.7135837351432696,>=,55,>=,4,>=,42,1,0.16743383199079398,1.0,0,0,0,1
>=,50,<=,13,<=,50,1,0.27055653470715835,589,0.01808912502687264,0.7826825127334465,0.21731748726655348,0.5789473684210527,0.6377440347071583,0.3671875,0.8016031448665581,0.9167101747489328,0.8881176868032309,>=,50,<=,12,<=,49,1,0.1970944758027205,0.09692307692307693,0,-1,-1,0
<=,44,>=,11,>=,35,1,0.2169684129429893,707,0.021713092349743557,0.751060820367751,0.24893917963224893,0.7595473833097596,0.8135593220338984,0.5965909090909091,0.6817972420994441,0.7194803599398053,0.21129572187586376,<=,43,>=,11,>=,35,1,0.19577053962080704,0.022727272727272728,-1,0,0,0
>=,50,>=,2,>=,45,0,0.276699088894361,1558,0.047848653296888914,0.8408215661103979,0.15917843388960207,0.4544287548138639,0.4984732824427481,0.2217741935483871,0.8016031448665581,0.00672583765854857,0.7807499769663094,>=,50,>=,2,>=,45,1,0.19044162129461584,1.0,0,0,0,1
>=,28,>=,10,>=,56,1,0.2640699052132701,243,0.007462915758115537,0.8683127572016461,0.13168724279835392,0.823045267489712,0.8578199052132701,0.59375,0.2732717054144529,0.6770369460397407,0.9190749669850434,>=,30,>=,10,>=,57,1,0.18349753694581272,0.08928571428571427,2,0,1,0
<=,55,>=,15,>=,23,0,0.2901162390810922,593,0.018211971376800466,0.790893760539629,0.209106239460371,0.7133220910623946,0.7739872068230277,0.4838709677419355,0.874420318786278,0.9873161143699518,0.09265685943306409,<=,55,>=,16,>=,23,0,0.17088222511951323,0.06666666666666667,0,1,0,0
<=,39,>=,12,>=,60,0,0.2560223266745006,388,0.011916095942999293,0.7628865979381443,0.23711340206185566,0.45618556701030927,0.5168918918918919,0.2608695652173913,0.562759129019379,0.7522496237830534,0.9659101378950278,<=,36,>=,11,>=,60,0,0.19711580996195702,0.16025641025641024,-3,-1,0,0
>=,53,<=,15,<=,45,0,0.21721995566236332,3773,0.11587481956942354,0.6541213888152664,0.3458786111847336,0.22024913861648557,0.2953808752025932,0.07816091954022988,0.848806854826326,0.9873161143699518,0.7807499769663094,>=,56,<=,15,<=,45,0,0.19516332982632267,0.05660377358490566,3,0,0,0
>=,56,>=,5,<=,52,0,0.2399010503011626,2959,0.0908755873591106,0.6738763095640419,0.32612369043595807,0.24974653599188915,0.3279839518555667,0.08808290155440414,0.8856607598046743,0.05257823776911028,0.8927551365130063,>=,62,>=,5,<=,52,0,0.19829430230296968,0.10714285714285714,6,0,0,0
>=,58,>=,11,>=,30,1,0.2027879190175904,154,0.004729584472221369,0.8506493506493507,0.14935064935064934,0.8246753246753247,0.8549618320610687,0.6521739130434783,0.9078959491416111,0.7194803599398053,0.16108227634286415,>=,57,>=,11,>=,30,1,0.1923937360178971,0.017241379310344827,-1,0,0,0
>=,29,<=,10,>=,48,1,0.39147936933914795,293,0.008998495132213385,0.9249146757679181,0.07508532423208192,0.6348122866894198,0.6642066420664207,0.2727272727272727,0.29824022603728384,0.6770369460397407,0.8006510856546175,>=,29,<=,13,>=,48,1,0.18110079575596827,0.3,0,3,0,0
>=,47,<=,13,<=,50,0,0.23213055136308114,6269,0.19253094192438808,0.6669325251236242,0.33306747487637584,0.24724836497048971,0.324563501554652,0.09243295019157088,0.7487177912226283,0.9167101747489328,0.8881176868032309,>=,47,<=,12,<=,49,0,0.19346940868100704,0.09692307692307693,0,-1,-1,0
>=,35,>=,4,>=,55,0,0.2777458017334778,1948,0.05982617241485212,0.8542094455852156,0.1457905544147844,0.4414784394250513,0.48197115384615385,0.20422535211267606,0.45837044316820735,0.036792481803384416,0.9160959429992936,>=,34,>=,4,>=,55,1,0.19349845201238391,1.0285714285714285,-1,0,0,1
>=,30,>=,2,>=,49,0,0.22442933582518146,4536,0.13930776081815668,0.8489858906525574,0.1510141093474427,0.43871252204585537,0.4726045183069333,0.24817518248175183,0.3246829028592488,0.00672583765854857,0.8015417216915942,>=,30,>=,2,>=,49,1,0.1221574344023324,1.0,0,0,0,1
>=,31,>=,4,<=,55,1,0.20779078167894816,1988,0.0610546359141304,0.7736418511066399,0.22635814889336017,0.6629778672032193,0.7100130039011704,0.5022222222222222,0.35195479254322654,0.036792481803384416,0.9160959429992936,>=,30,>=,4,<=,54,1,0.19567048517520214,0.05043988269794721,-1,0,-1,0
>=,37,>=,4,>=,60,0,0.29281496062992124,1319,0.040508583888701204,0.866565579984837,0.133434420015163,0.44124336618650495,0.48031496062992124,0.1875,0.5122999907865238,0.036792481803384416,0.9659101378950278,>=,36,>=,4,>=,60,1,0.1998847926267281,1.027027027027027,-1,0,0,1
>=,35,<=,13,<=,58,1,0.23330597837084333,1442,0.044286109148981914,0.7808599167822469,0.21914008321775313,0.6220527045769764,0.6731793960923623,0.439873417721519,0.45837044316820735,0.9167101747489328,0.9204569884217315,>=,35,<=,10,<=,58,1,0.1992374664017763,0.23076923076923078,0,-3,0,0
>=,46,<=,13,>=,45,1,0.2773722627737226,296,0.009090629894659256,0.9256756756756757,0.07432432432432433,0.7567567567567568,0.7773722627737226,0.5,0.7269739872854027,0.9167101747489328,0.7807499769663094,>=,45,<=,13,>=,46,1,0.17756255044390634,0.043961352657004835,-1,0,1,0
<=,44,>=,16,>=,28,0,0.21709816612729238,139,0.004268910659992015,0.7410071942446043,0.2589928057553957,0.6330935251798561,0.6893203883495146,0.4722222222222222,0.6817972420994441,1.0,0.12557968121372193,<=,43,>=,16,>=,28,0,0.19849624060150378,0.022727272727272728,-1,0,0,0
<=,49,>=,3,>=,43,0,0.20642547578669682,6555,0.20131445594422775,0.8096109839816934,0.19038901601830663,0.3337909992372235,0.3730921424533635,0.16666666666666666,0.7831147692024201,0.01695279629004023,0.7182211848530451,<=,46,>=,3,>=,43,0,0.19549758047548918,0.061224489795918366,-3,0,0,0
<=,45,<=,13,>=,47,1,0.21589041095890416,415,0.012745308805012132,0.8795180722891566,0.12048192771084337,0.6698795180722892,0.6958904109589041,0.48,0.7043395473112005,0.9167101747489328,0.7847731949264457,<=,45,<=,13,>=,45,1,0.17706944612774211,0.0425531914893617,0,0,-2,0
>=,28,>=,13,>=,30,0,0.31891002680211483,5394,0.16565830287767574,0.7454579162031887,0.25454208379681126,0.5166852057842046,0.5978612285501119,0.2789512017479971,0.2732717054144529,0.9167101747489328,0.16108227634286415,>=,28,>=,16,>=,30,0,0.1917494769874477,0.23076923076923078,0,3,0,0
>=,57,>=,8,>=,37,0,0.30756843195843786,1658,0.05091981204508461,0.7370325693606755,0.2629674306393245,0.3528347406513872,0.4337152209492635,0.12614678899082568,0.8966555081232149,0.13061638156076288,0.2226282976567059,>=,59,>=,8,>=,36,1,0.19832535885167468,1.0621147463252727,2,0,-1,1
>=,45,<=,9,>=,23,0,0.20031226806800503,4039,0.1240441018396241,0.6912602129239911,0.3087397870760089,0.19460262441198317,0.25644699140401145,0.056134723336006415,0.7043395473112005,0.4531187617087927,0.09265685943306409,>=,44,<=,9,>=,23,0,0.19491232616394577,0.022222222222222223,-1,0,0,0
>=,45,<=,16,<=,47,1,0.2220260627509587,824,0.025306348085132522,0.7657766990291263,0.2342233009708738,0.6104368932038835,0.6624405705229794,0.44041450777202074,0.7043395473112005,1.0,0.7847731949264457,>=,41,<=,16,<=,47,1,0.1918767507002801,0.08888888888888889,-4,0,0,0
>=,31,<=,15,>=,41,0,0.267920830946336,6268,0.1925002303369061,0.826260370134014,0.17373962986598596,0.4114550095724314,0.4580034755744352,0.19008264462809918,0.35195479254322654,0.9873161143699518,0.7068578974847209,>=,31,<=,15,>=,41,1,0.15486049764428744,1.0,0,0,0,1
<=,52,>=,2,>=,25,1,0.2078882325834695,1969,0.06047111575197322,0.7785678009141697,0.22143219908583037,0.6343321482986287,0.680365296803653,0.4724770642201835,0.8345566782346979,0.00672583765854857,0.12109578944135622,<=,49,>=,2,>=,25,1,0.19852265201457353,0.057692307692307696,-3,0,0,0
>=,28,>=,8,<=,53,1,0.20335174046544613,1905,0.05850557415312797,0.7580052493438321,0.241994750656168,0.668241469816273,0.7174515235457064,0.5140997830802603,0.2732717054144529,0.13061638156076288,0.8935229262000552,>=,29,>=,8,<=,53,1,0.1990773320822582,0.03571428571428571,1,0,0,0
>=,58,>=,4,<=,44,1,0.21460247070003163,313,0.009612726881852524,0.7380191693290735,0.26198083067092653,0.46325878594249204,0.5194805194805194,0.3048780487804878,0.9078959491416111,0.036792481803384416,0.7247320413992199,>=,58,>=,4,<=,39,1,0.15749999999999997,0.11363636363636363,0,0,-5,0
>=,52,>=,7,>=,49,0,0.273803345936195,781,0.023985749823408373,0.8425096030729834,0.15749039692701663,0.4827144686299616,0.5258358662613982,0.25203252032520324,0.8345566782346979,0.11731826418107552,0.8015417216915942,>=,52,>=,7,>=,49,1,0.19583333333333341,1.0,0,0,0,1
>=,26,>=,12,>=,20,0,0.3030130540814343,6822,0.20951444980191025,0.7125476399882732,0.28745236001172675,0.455584872471416,0.5426866899814853,0.239673635900051,0.22100058352016216,0.7522496237830534,0.08992352814716993,>=,26,>=,12,>=,20,1,0.19432773109243695,1.0,0,0,0,1
<=,59,>=,14,>=,42,0,0.3069077688480674,981,0.03012806731979976,0.7951070336391437,0.20489296636085627,0.6768603465851172,0.7397435897435898,0.43283582089552236,0.9187985626977059,0.9696262399803446,0.7135837351432696,<=,59,>=,15,>=,42,0,0.17079779673063256,0.07142857142857142,0,1,0,0
>=,52,>=,6,>=,27,1,0.2131308182263597,575,0.01765916280212524,0.8191304347826087,0.1808695652173913,0.7130434782608696,0.7515923566878981,0.5384615384615384,0.8345566782346979,0.08123214888977612,0.12293848469027364,>=,52,>=,5,>=,29,1,0.19982068141063958,0.24074074074074073,0,-1,2,0
<=,46,>=,8,>=,58,1,0.2639751552795031,179,0.0054973741592702925,0.8994413407821229,0.1005586592178771,0.7374301675977654,0.7639751552795031,0.5,0.7269739872854027,0.13061638156076288,0.9204569884217315,<=,43,>=,8,>=,57,1,0.17234848484848486,0.08245877061469264,-3,0,-1,0
>=,46,>=,8,<=,40,1,0.22895393691853871,608,0.01867264518902982,0.743421052631579,0.2565789473684211,0.6381578947368421,0.6969026548672567,0.46794871794871795,0.7269739872854027,0.13061638156076288,0.7057522803353705,>=,46,>=,8,<=,39,1,0.06941923774954634,0.025,0,0,-1,0
>=,25,<=,16,>=,27,1,0.2079002079002079,2414,0.07413777218144406,0.7970173985086992,0.20298260149130073,0.6657000828500415,0.7079002079002079,0.5,0.19689198734682595,1.0,0.12293848469027364,>=,26,<=,16,>=,24,1,0.1992432040500559,0.1511111111111111,1,0,-3,0
<=,42,<=,10,>=,48,1,0.35477941176470584,177,0.005435950984306379,0.903954802259887,0.096045197740113,0.4971751412429379,0.53125,0.17647058823529413,0.6359141304014004,0.6770369460397407,0.8006510856546175,<=,41,<=,12,>=,48,1,0.1811797752808989,0.22380952380952382,-1,2,0,0
>=,32,<=,13,>=,52,0,0.2687011189622913,2009,0.061699579251251496,0.8576406172224987,0.14235938277750124,0.3773021403683425,0.4155542658154382,0.14685314685314685,0.3773839869782869,0.9167101747489328,0.8927551365130063,>=,31,<=,13,>=,50,1,0.17885872297637007,1.0697115384615385,-1,0,-2,1
>=,41,>=,16,<=,51,0,0.25041459369817576,170,0.00522096987193268,0.788235294117647,0.21176470588235294,0.7529411764705882,0.8059701492537313,0.5555555555555556,0.6119590921654741,1.0,0.8885169374404963,>=,41,>=,15,<=,51,1,0.02857142857142858,1.0625,0,-1,0,1
>=,31,<=,12,>=,24,1,0.2124309727006769,1191,0.03657750069101072,0.7951301427371956,0.20486985726280438,0.5541561712846348,0.5976768743400211,0.38524590163934425,0.35195479254322654,0.7522496237830534,0.10039617947851724,>=,30,<=,14,>=,24,1,0.19783048156478555,0.1989247311827957,-1,2,0,0
>=,36,>=,2,>=,25,0,0.2624133646489891,14418,0.4427996683148552,0.7094603967263143,0.29053960327368566,0.32057150783742544,0.39681298269625576,0.13439961804726666,0.4859494487270047,0.00672583765854857,0.12109578944135622,>=,37,>=,2,>=,24,1,0.1979029685651078,1.0677777777777777,1,0,-1,1
<=,50,>=,7,>=,54,1,0.26535244922341694,301,0.00924418783206904,0.8970099667774086,0.10299003322259136,0.7541528239202658,0.7814814814814814,0.5161290322580645,0.8016031448665581,0.11731826418107552,0.8947821012868156,<=,50,>=,7,>=,50,1,0.17153127246585187,0.07407407407407407,0,0,-4,0
>=,26,>=,3,>=,32,1,0.20586730342827908,2310,0.07094376708332054,0.8047619047619048,0.19523809523809524,0.6800865800865801,0.7202797202797203,0.5144124168514412,0.22100058352016216,0.01695279629004023,0.1694051165504745,>=,26,>=,3,>=,30,1,0.19992119779353823,0.0625,0,0,-2,0
>=,41,<=,16,>=,37,1,0.2260216691506608,1302,0.03998648690150794,0.8517665130568356,0.14823348694316435,0.7365591397849462,0.7700631199278629,0.5440414507772021,0.6119590921654741,1.0,0.2226282976567059,>=,41,<=,16,>=,41,1,0.1932429688293228,0.10810810810810811,0,0,4,0
>=,29,<=,16,>=,28,1,0.2025527192008879,2244,0.06891680230951137,0.803030303030303,0.19696969696969696,0.6920677361853832,0.7319644839067703,0.5294117647058824,0.29824022603728384,1.0,0.12557968121372193,>=,30,<=,16,>=,28,1,0.1999499552791857,0.034482758620689655,1,0,0,0
>=,25,>=,11,<=,58,1,0.21990724474738255,1122,0.03445840115475569,0.7629233511586453,0.23707664884135474,0.7843137254901961,0.8364485981308412,0.6165413533834586,0.19689198734682595,0.7194803599398053,0.9204569884217315,>=,24,>=,12,<=,58,1,0.1992523882043472,0.13090909090909092,-1,1,0,0
<=,48,<=,15,>=,35,1,0.20644886017310737,1626,0.049937041245661985,0.7761377613776138,0.22386223862238622,0.6217712177121771,0.6679873217115689,0.46153846153846156,0.7653941832253309,0.9873161143699518,0.21129572187586376,<=,46,<=,15,>=,35,1,0.19502199630502903,0.041666666666666664,-2,0,0,0
>=,50,<=,14,>=,39,0,0.26995587326401516,4324,0.13279690427198182,0.7483811285846439,0.25161887141535616,0.32978723404255317,0.3977132262051916,0.12775735294117646,0.8016031448665581,0.9696262399803446,0.23841405362243173,>=,50,<=,14,>=,41,1,0.1555271746842628,1.0512820512820513,0,0,2,1
<=,47,>=,14,<=,41,0,0.3091590505621672,722,0.022173766161972912,0.628808864265928,0.37119113573407203,0.4182825484764543,0.5330396475770925,0.22388059701492538,0.7487177912226283,0.9696262399803446,0.7068578974847209,<=,47,>=,14,<=,39,0,0.10648107872988255,0.04878048780487805,0,0,-2,0
>=,34,>=,12,<=,40,0,0.2835103543027726,2920,0.08967783544731427,0.6722602739726027,0.32773972602739726,0.4246575342465753,0.5175751400916964,0.23406478578892373,0.4314670925340131,0.7522496237830534,0.7057522803353705,>=,34,>=,12,<=,39,0,0.12235900273176803,0.025,0,0,-1,0
